exam,branch_raw,branch_clean,n_rows,n_colleges,status,existing_branch_id,suggested_primary_branch,note
MHT-CET,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain,178,12,NEW,,Cyber Security,
MHT-CET,Computer Science and Engineering(Artificial Intelligence and Machine Learning),Computer Science and Engineering(Artificial Intelligence and Machine Learning),1107,51,NEW,,Artificial Intelligence / Machine Learning / Data Science,
MHT-CET,Computer Science and Engineering(Cyber Security),Computer Science and Engineering(Cyber Security),73,4,NEW,,Cyber Security,
MHT-CET,ELECTRONICS AND COMMUNICATION ENGINEERING (BIO-MEDICAL ENGINEERING),ELECTRONICS AND COMMUNICATION ENGINEERING (BIO-MEDICAL ENGINEERING),19,1,NEW,,Electronics and Communication Engineering,
MHT-CET,"Electrical, Electronics and Power","Electrical, Electronics and Power",26,1,NEW,,Electrical Engineering,
MHT-CET,Electronics & Telecommunication Engineering,Electronics & Telecommunication Engineering,22,1,NEW,,Electronics and Communication Engineering,
MHT-CET,Electronics Engineering ( VLSI Design and Technology),Electronics Engineering ( VLSI Design and Technology),216,11,NEW,,Electronics and Communication Engineering,
MHT-CET,Electronics and Communication (Advanced Communication Technology),Electronics and Communication (Advanced Communication Technology),11,2,NEW,,Electronics and Communication Engineering,
MHT-CET,Electronics and Communication Engineering,Electronics and Communication Engineering,109,8,NEW,,Electronics and Communication Engineering,
MHT-CET,Electronics and Communication(Advanced Communication Technology),Electronics and Communication(Advanced Communication Technology),93,4,NEW,,Electronics and Communication Engineering,
MHT-CET,Fashion Technology,Fashion Technology,11,1,NEW,,Textile / Fashion Technology,
MHT-CET,MECHANICAL AND RAIL ENGINEERING,MECHANICAL AND RAIL ENGINEERING,23,1,NEW,,Mechanical Engineering,
MHT-CET,Mechanical Engineering Automobile,Mechanical Engineering Automobile,8,1,NEW,,Mechanical Engineering,
MHT-CET,Mechanical and Automation Engineering,Mechanical and Automation Engineering,4,1,NEW,,Mechanical Engineering,
MHT-CET,Mechanical and Mechatronics Engineering (Additive Manufacturing),Mechanical and Mechatronics Engineering (Additive Manufacturing),48,4,NEW,,Mechatronics,
MHT-CET,Pharm D ( Doctor of Pharmacy),Pharm D ( Doctor of Pharmacy),514,27,NEW,,Pharmacy,
MHT-CET,Printing and Packing Technology,Printing and Packing Technology,23,1,NEW,,Production / Industrial Engineering,
MHT-CET,Technical Textiles,Technical Textiles,12,1,NEW,,Textile / Fashion Technology,
MHT-CET,Textile Chemistry,Textile Chemistry,18,1,NEW,,Textile / Fashion Technology,
NEET,BDS,BDS,2477,270,NEW,,Dentistry,
NEET,BSc Nursing,BSc Nursing,65,9,NEW,,Nursing,
OJEE,ARTIFICIAL INTELLIGENT(AI),ARTIFICIAL INTELLIGENT(AI),1,1,NEW,,Artificial Intelligence / Machine Learning / Data Science,
OJEE,Agriculture Engineering,Agriculture Engineering,7,4,NEW,,Agricultural Engineering,
OJEE,Agriculture Engineering - TFW,Agriculture Engineering,1,1,NEW,,Agricultural Engineering,
OJEE,Aircraft Maintenance Engineering,Aircraft Maintenance Engineering,2,1,NEW,,Aerospace Engineering,
OJEE,Applied Electronics & Instrumentation,Applied Electronics & Instrumentation,2,2,NEW,,Electronics Engineering,
OJEE,Applied Electronics & Instrumentation - TFW,Applied Electronics & Instrumentation,1,1,NEW,,Electronics Engineering,
OJEE,Artificial Intelligence & Machine Learning,Artificial Intelligence & Machine Learning,8,3,NEW,,Artificial Intelligence / Machine Learning / Data Science,
OJEE,Artificial Intelligence & Machine Learning - TFW,Artificial Intelligence & Machine Learning,2,2,NEW,,Artificial Intelligence / Machine Learning / Data Science,
OJEE,B ARCH,B ARCH,16,3,NEW,,Architecture,
OJEE,B. PLAN,B. PLAN,2,1,NEW,,Planning,
OJEE,B. PLAN - TFW,B. PLAN,1,1,NEW,,Planning,
OJEE,B. Tech in Civil Engineering & M.Tech in Structural Engineering (5 year Integrated UG & PG),B. Tech in Civil Engineering & M.Tech in Structural Engineering (5 year Integrated UG & PG),4,1,NEW,,Civil Engineering,
OJEE,B. Tech in Computer Science & Engineering & M.Tech in Computer Science & Engineering ( 5,B. Tech in Computer Science & Engineering & M.Tech in Computer Science & Engineering ( 5,4,1,NEW,,Computer Science and Engineering,
OJEE,B. Tech in Electrical Engineering & M.Tech in Power System Engineering (5 year Integrated UG,B. Tech in Electrical Engineering & M.Tech in Power System Engineering (5 year Integrated UG,3,1,NEW,,Electrical Engineering,
OJEE,B. Tech in Electronics & Communication Engineering & M.Tech in Signal Processing & Commu,B. Tech in Electronics & Communication Engineering & M.Tech in Signal Processing & Commu,3,1,NEW,,Electronics and Communication Engineering,
OJEE,B. Tech in Mechanical Engineering & M.Tech in Machine Design (5 year integrated UG & PG),B. Tech in Mechanical Engineering & M.Tech in Machine Design (5 year integrated UG & PG),3,1,NEW,,Mechanical Engineering,
OJEE,COMPUTER SCIENCE & TECHNOLOGY,COMPUTER SCIENCE & TECHNOLOGY,6,3,NEW,,Computer Science and Engineering,
OJEE,COMPUTER SCIENCE & TECHNOLOGY - TFW,COMPUTER SCIENCE & TECHNOLOGY,2,2,NEW,,Computer Science and Engineering,
OJEE,Cinematography,Cinematography,1,1,NEW,,Animation / Media Technology,
OJEE,Computer Science & Engineering (Artificail Inteligence),Computer Science & Engineering (Artificail Inteligence),10,3,NEW,,Computer Science and Engineering,
OJEE,Computer Science & Engineering (Artificail Inteligence) - TFW,Computer Science & Engineering (Artificail Inteligence),3,3,NEW,,Computer Science and Engineering,
OJEE,Computer Science Engineering (Artificial Inteligence and Machine Learning),Computer Science Engineering (Artificial Inteligence and Machine Learning),30,10,NEW,,Artificial Intelligence / Machine Learning / Data Science,
OJEE,Computer Science Engineering (Artificial Inteligence and Machine Learning) - TFW,Computer Science Engineering (Artificial Inteligence and Machine Learning),7,7,NEW,,Artificial Intelligence / Machine Learning / Data Science,
OJEE,Computer Science Engineering with specialization in Artificial Intelligence and Machine Learning,Computer Science Engineering with specialization in Artificial Intelligence and Machine Learning,26,3,NEW,,Artificial Intelligence / Machine Learning / Data Science,
OJEE,Computer Science Engineering with specialization in Information and Cyber Security (SSC) - TFW,Computer Science Engineering with specialization in Information and Cyber Security,1,1,NEW,,Cyber Security,
OJEE,Computer Science Engineering with specialization in Information and Cyber Security (SSC),Computer Science Engineering with specialization in Information and Cyber Security,7,1,NEW,,Cyber Security,
OJEE,Computer Science and Engineering(Cyber Security) - TFW,Computer Science and Engineering(Cyber Security),3,3,NEW,,Cyber Security,
OJEE,Computer Science and Engineering(Cyber Security),Computer Science and Engineering(Cyber Security),6,3,NEW,,Cyber Security,
OJEE,Computer science & Engineering (Data Science),Computer science & Engineering (Data Science),26,10,NEW,,Artificial Intelligence / Machine Learning / Data Science,
OJEE,Computer science & Engineering (Data Science) - TFW,Computer science & Engineering (Data Science),7,7,NEW,,Artificial Intelligence / Machine Learning / Data Science,
OJEE,Electronics & Communication Engineering,Electronics & Communication Engineering,62,23,NEW,,Electronics and Communication Engineering,
OJEE,Electronics & Communication Engineering - TFW,Electronics & Communication Engineering,8,8,NEW,,Electronics and Communication Engineering,
OJEE,Electronics & Communication Engineering(SSC),Electronics & Communication Engineering,5,1,NEW,,Electronics and Communication Engineering,
OJEE,Electronics & Communication Engineering(SSC) - TFW,Electronics & Communication Engineering,1,1,NEW,,Electronics and Communication Engineering,
OJEE,Electronics & Instrumentation Engineering,Electronics & Instrumentation Engineering,9,2,NEW,,Electronics Engineering,
OJEE,Electronics & Instrumentation Engineering - TFW,Electronics & Instrumentation Engineering,2,2,NEW,,Electronics Engineering,
OJEE,Electronics & Telecommunication Engineering(SSC),Electronics & Telecommunication Engineering,7,1,NEW,,Electronics and Communication Engineering,
OJEE,Electronics & Telecommunication Engineering(SSC) - TFW,Electronics & Telecommunication Engineering,1,1,NEW,,Electronics and Communication Engineering,
OJEE,Electronics & Telecommunication Engineering,Electronics & Telecommunication Engineering,37,13,NEW,,Electronics and Communication Engineering,
OJEE,Electronics & Telecommunication Engineering - TFW,Electronics & Telecommunication Engineering,7,7,NEW,,Electronics and Communication Engineering,
OJEE,Electronics Engineering (VLSI Design and Technology),Electronics Engineering (VLSI Design and Technology),4,2,NEW,,Electronics and Communication Engineering,
OJEE,Electronics Engineering (VLSI Design and Technology) - TFW,Electronics Engineering (VLSI Design and Technology),1,1,NEW,,Electronics and Communication Engineering,
OJEE,Film Editing,Film Editing,4,1,NEW,,Animation / Media Technology,
OJEE,Integrated M.Sc. in Material Science and Engg,Integrated M.Sc. in Material Science and Engg,1,1,NEW,,,
OJEE,Integrated MSc in Applied Physics,Integrated MSc in Applied Physics,3,1,NEW,,Physics,
OJEE,Integrated MSc in Chemistry,Integrated MSc in Chemistry,3,1,NEW,,Chemistry,
OJEE,Integrated MSc in Mathematics and Computing,Integrated MSc in Mathematics and Computing,3,1,NEW,,Mathematics and Computing,
OJEE,MECHANICAL AND SMART MANUFACTURING,MECHANICAL AND SMART MANUFACTURING,4,1,NEW,,Mechanical Engineering,
OJEE,MECHANICAL AND SMART MANUFACTURING - TFW,MECHANICAL AND SMART MANUFACTURING,1,1,NEW,,Mechanical Engineering,
OJEE,Manufacturing Engineering & Technology,Manufacturing Engineering & Technology,1,1,NEW,,Production / Industrial Engineering,
OJEE,Manufacturing Engineering & Technology - TFW,Manufacturing Engineering & Technology,1,1,NEW,,Production / Industrial Engineering,
OJEE,Mechanical & Mechatronics Engineering(Additive Manufacturing),Mechanical & Mechatronics Engineering(Additive Manufacturing),1,1,NEW,,Mechatronics,
OJEE,Mechanical Engineering (Artificial Intelligence and Robotics),Mechanical Engineering (Artificial Intelligence and Robotics),8,1,NEW,,Artificial Intelligence / Machine Learning / Data Science,
OJEE,Mechanical Engineering (Artificial Intelligence and Robotics) - TFW,Mechanical Engineering (Artificial Intelligence and Robotics),1,1,NEW,,Artificial Intelligence / Machine Learning / Data Science,
OJEE,Metallurgical Engineering,Metallurgical Engineering,5,5,NEW,,Metallurgical and Materials Engineering,
OJEE,Metallurgical and Materials Engineering,Metallurgical and Materials Engineering,32,5,NEW,,Metallurgical and Materials Engineering,
OJEE,Metallurgical and Materials Engineering - TFW,Metallurgical and Materials Engineering,5,5,NEW,,Metallurgical and Materials Engineering,
OJEE,Mineral Engineering,Mineral Engineering,3,1,NEW,,Mining Engineering,
OJEE,Mineral Engineering - TFW,Mineral Engineering,1,1,NEW,,Mining Engineering,
OJEE,Plastic Engineering,Plastic Engineering,2,1,NEW,,Chemical Engineering,
OJEE,Plastic Engineering - TFW,Plastic Engineering,1,1,NEW,,Chemical Engineering,
OJEE,SOUND RECORDING AND SOUND DESIGN,SOUND RECORDING AND SOUND DESIGN,1,1,NEW,,Design,
TG-EAPCET,B.PLANNING,B.PLANNING,22,1,NEW,,Planning,
TG-EAPCET,BUILDING SERVICES ENGG,BUILDING SERVICES ENGG,22,1,NEW,,Civil Engineering,
TG-EAPCET,COMPUTER SCIENCE & DESIGN,COMPUTER SCIENCE & DESIGN,22,1,NEW,,Computer Science and Engineering,
TG-EAPCET,COMPUTER SCIENCE & ENGINEERING (NETWORKS),COMPUTER SCIENCE & ENGINEERING (NETWORKS),22,1,NEW,,Computer Science and Engineering,
TG-EAPCET,COMPUTER SCIENCE AND BUSINESS SYSTEM,COMPUTER SCIENCE AND BUSINESS SYSTEM,154,7,NEW,,Computer Science and Engineering,
TG-EAPCET,COMPUTER SCIENCE AND ENGG (ARTIFICIAL INTELLIGENCE),COMPUTER SCIENCE AND ENGG (ARTIFICIAL INTELLIGENCE),66,3,NEW,,Artificial Intelligence / Machine Learning / Data Science,
TG-EAPCET,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),2541,122,NEW,,Artificial Intelligence / Machine Learning / Data Science,
TG-EAPCET,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),594,28,NEW,,Cyber Security,
TG-EAPCET,CSE (IoT AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY),CSE (IoT AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY),44,2,NEW,,Cyber Security,
TG-EAPCET,DAIRYING,DAIRYING,22,1,NEW,,Dairy Technology,
TG-EAPCET,DIGITAL TECHNIQUES FOR DESIGN AND PLANNING,DIGITAL TECHNIQUES FOR DESIGN AND PLANNING,22,1,NEW,,Planning,
TG-EAPCET,ELECTRONICS AND COMMUNICATION ENGINEERING,ELECTRONICS AND COMMUNICATION ENGINEERING,2882,138,NEW,,Electronics and Communication Engineering,
TG-EAPCET,ELECTRONICS AND INSTRUMENTATION ENGINEERING,ELECTRONICS AND INSTRUMENTATION ENGINEERING,66,3,NEW,,Electronics Engineering,
TG-EAPCET,ELECTRONICS AND TELEMATICS,ELECTRONICS AND TELEMATICS,11,1,NEW,,Electronics Engineering,
TG-EAPCET,ELECTRONICS COMMUNICATION AND INSTRUMENTATION ENGINEERING,ELECTRONICS COMMUNICATION AND INSTRUMENTATION ENGINEERING,22,1,NEW,,Electronics and Communication Engineering,
TG-EAPCET,ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),88,4,NEW,,Electronics and Communication Engineering,
TG-EAPCET,GEO INFORMATICS,GEO INFORMATICS,22,1,NEW,,Computer Science and Engineering,
TG-EAPCET,MECHANICAL (MECHTRONICS) ENGINEERING,MECHANICAL (MECHTRONICS) ENGINEERING,22,1,NEW,,Mechanical Engineering,
TG-EAPCET,METALLURGICAL ENGINEERING,METALLURGICAL ENGINEERING,22,1,NEW,,Metallurgical and Materials Engineering,
TG-EAPCET,METALLURGY AND MATERIAL ENGINEERING,METALLURGY AND MATERIAL ENGINEERING,22,1,NEW,,Metallurgical and Materials Engineering,
TG-EAPCET,TEXTILE TECHNOLOGY / TEXTILE ENGINEERING,TEXTILE TECHNOLOGY / TEXTILE ENGINEERING,44,2,NEW,,Textile / Fashion Technology,
TNEA,APPAREL TECHNOLOGY (SS),APPAREL TECHNOLOGY,6,1,NEW,,Textile / Fashion Technology,
TNEA,B.Plan,B.Plan,7,1,NEW,,Planning,
TNEA,Bachelor of Design,Bachelor of Design,3,2,NEW,,Design,
TNEA,Bio Technology and Bio Chemical Engineering,Bio Technology and Bio Chemical Engineering,6,1,NEW,,Chemical Engineering,
TNEA,CERAMIC TECHNOLOGY (SS),CERAMIC TECHNOLOGY,7,1,NEW,,Metallurgical and Materials Engineering,
TNEA,CHEMICAL AND ELECTRO CHEMICAL ENGINEERING (SS),CHEMICAL AND ELECTRO CHEMICAL ENGINEERING,5,1,NEW,,Chemical Engineering,
TNEA,CIVIL AND STRUCTUTURAL ENGINEERING,CIVIL AND STRUCTUTURAL ENGINEERING,6,1,NEW,,Civil Engineering,
TNEA,CIVIL ENGINEERING (TAMIL MEDIUM),CIVIL ENGINEERING (TAMIL MEDIUM),54,11,NEW,,Civil Engineering,
TNEA,COMPUTER AND COMMUNICATION ENGINEERING,COMPUTER AND COMMUNICATION ENGINEERING,45,9,NEW,,Computer Science and Engineering,
TNEA,COMPUTER SCIENCE AND BUSSINESS SYSTEM,COMPUTER SCIENCE AND BUSSINESS SYSTEM,313,69,NEW,,Computer Science and Engineering,
TNEA,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),609,129,NEW,,Artificial Intelligence / Machine Learning / Data Science,
TNEA,COMPUTER SCIENCE AND ENGINEERING (TAMIL),COMPUTER SCIENCE AND ENGINEERING (TAMIL),6,1,NEW,,Computer Science and Engineering,
TNEA,COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE),COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE),5,1,NEW,,Artificial Intelligence / Machine Learning / Data Science,
TNEA,Civil Engineering (Environmental Engineering),Civil Engineering (Environmental Engineering),6,1,NEW,,Civil Engineering,
TNEA,Computer Science and Business System (SS),Computer Science and Business System,6,1,NEW,,Computer Science and Engineering,
TNEA,Computer Science and Engineering (Artificial Intelligence and Machine Learning) (SS),Computer Science and Engineering (Artificial Intelligence and Machine Learning),13,2,NEW,,Artificial Intelligence / Machine Learning / Data Science,
TNEA,Computer Science and Engineering (Cyber Security),Computer Science and Engineering (Cyber Security),619,132,NEW,,Cyber Security,
TNEA,Computer Science and Engineering (Internet of Things and Cyber Security including Block Chain Technology),Computer Science and Engineering (Internet of Things and Cyber Security including Block Chain Technology),6,1,NEW,,Cyber Security,
TNEA,Computer Science and Engineering (Internet of Things),Computer Science and Engineering (Internet of Things),48,9,NEW,,Computer Science and Engineering,
TNEA,ELECTRONICS AND COMMUNICATION ENGINEERING,ELECTRONICS AND COMMUNICATION ENGINEERING,1801,392,NEW,,Electronics and Communication Engineering,
TNEA,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),ELECTRONICS AND COMMUNICATION ENGINEERING,32,5,NEW,,Electronics and Communication Engineering,
TNEA,ELECTRONICS AND INSTRUMENTATION ENGINEERING,ELECTRONICS AND INSTRUMENTATION ENGINEERING,91,17,NEW,,Electronics Engineering,
TNEA,ENVIRONMENTAL SCIENCE & TECHNOLOGY,ENVIRONMENTAL SCIENCE & TECHNOLOGY,1,1,NEW,,Environmental Engineering,
TNEA,Electronics Engineering (VLSI Design and Technology) (SS),Electronics Engineering (VLSI Design and Technology),7,1,NEW,,Electronics and Communication Engineering,
TNEA,Electronics Engineering (VLSI Design and Technology),Electronics Engineering (VLSI Design and Technology),122,24,NEW,,Electronics and Communication Engineering,
TNEA,Electronics and Communication (Advanced Communication Technology),Electronics and Communication (Advanced Communication Technology),22,4,NEW,,Electronics and Communication Engineering,
TNEA,FASHION TECHNOLOGY (SS),FASHION TECHNOLOGY,6,1,NEW,,Textile / Fashion Technology,
TNEA,FASHION TECHNOLOGY,FASHION TECHNOLOGY,26,8,NEW,,Textile / Fashion Technology,
TNEA,GEO INFORMATICS,GEO INFORMATICS,16,3,NEW,,Computer Science and Engineering,
TNEA,HANDLOOM AND TEXTILE TECHNOLOGY,HANDLOOM AND TEXTILE TECHNOLOGY,7,1,NEW,,Textile / Fashion Technology,
TNEA,INDUSTRIAL BIO TECHNOLOGY,INDUSTRIAL BIO TECHNOLOGY,18,3,NEW,,Biotechnology,
TNEA,INDUSTRIAL BIO TECHNOLOGY (SS),INDUSTRIAL BIO TECHNOLOGY,6,1,NEW,,Biotechnology,
TNEA,INDUSTRIAL ENGINEERING AND MANAGEMENT,INDUSTRIAL ENGINEERING AND MANAGEMENT,1,1,NEW,,Production / Industrial Engineering,
TNEA,Interior Design (SS),Interior Design,7,1,NEW,,Design,
TNEA,Interior Design,Interior Design,2,1,NEW,,Design,
TNEA,LEATHER TECHNOLOGY,LEATHER TECHNOLOGY,7,1,NEW,,,
TNEA,M.Tech. Computer Science and Engineering (Integrated 5 years),M.Tech. Computer Science and Engineering (Integrated 5 years),42,7,NEW,,Computer Science and Engineering,
TNEA,MATERIAL SCIENCE AND ENGINEERING (SS),MATERIAL SCIENCE AND ENGINEERING,6,1,NEW,,,
TNEA,MECHANICAL AND AUTOMATION ENGINEERING,MECHANICAL AND AUTOMATION ENGINEERING,13,4,NEW,,Mechanical Engineering,
TNEA,MECHANICAL ENGINEERING (MANUFACTURING),MECHANICAL ENGINEERING (MANUFACTURING),5,1,NEW,,Mechanical Engineering,
TNEA,MECHANICAL ENGINEERING (TAMIL MEDIUM),MECHANICAL ENGINEERING (TAMIL MEDIUM),57,13,NEW,,Mechanical Engineering,
TNEA,MECHATRONICS (SS),MECHATRONICS,7,1,NEW,,Mechatronics,
TNEA,MEDICAL ELECTRONICS ENGINEERING,MEDICAL ELECTRONICS ENGINEERING,25,6,NEW,,Electronics Engineering,
TNEA,METALLURGICAL ENGINEERING,METALLURGICAL ENGINEERING,14,2,NEW,,Metallurgical and Materials Engineering,
TNEA,METALLURGICAL ENGINEERING (SS),METALLURGICAL ENGINEERING,6,1,NEW,,Metallurgical and Materials Engineering,
TNEA,Mechanical Engineering (Automobile),Mechanical Engineering (Automobile),11,2,NEW,,Mechanical Engineering,
TNEA,Mechanical and Mechatronics Engineering (Additive Manufacturing),Mechanical and Mechatronics Engineering (Additive Manufacturing),5,1,NEW,,Mechatronics,
TNEA,Mechanical and Smart Manufacturing,Mechanical and Smart Manufacturing,7,1,NEW,,Mechanical Engineering,
TNEA,PETROLEUM ENGINEERING AND TECHNOLOGY (SS),PETROLEUM ENGINEERING AND TECHNOLOGY,6,1,NEW,,Chemical Engineering,
TNEA,PHARMACEUTICAL TECHNOLOGY (SS),PHARMACEUTICAL TECHNOLOGY,7,1,NEW,,Pharmacy,
TNEA,PHARMACEUTICAL TECHNOLOGY,PHARMACEUTICAL TECHNOLOGY,32,8,NEW,,Pharmacy,
TNEA,PRINTING & PACKING TECHNOLOGY,PRINTING & PACKING TECHNOLOGY,6,1,NEW,,Production / Industrial Engineering,
TNEA,RUBBER AND PLASTIC TECHNOLOGY,RUBBER AND PLASTIC TECHNOLOGY,6,1,NEW,,Chemical Engineering,
WBJEE,ARTIFICIAL INTELLIGENCE (AI),ARTIFICIAL INTELLIGENCE (AI),59,1,NEW,,Artificial Intelligence / Machine Learning / Data Science,
